,query,data
794,omniverse-alias-connector-v201-0-release,"We are excited to announce that the latest release of Alias Connector 201.0 is on the Omniverse Enterprise Launcher!New Features:Bug Fixes:Read the full list of new features and functions in Alias Connector in the full release notes [here ]Documentation can be found [here]Powered by Discourse, best viewed with JavaScript enabled"
795,will-isaac-sim-run-on-cloud-h100,"---------is h100 supported?Hi @Andrey1984  - Currently Isaac Sim is not supported on cloud h 100.is it supported on GPU H100 [ not cloud]?Powered by Discourse, best viewed with JavaScript enabled"
796,im-trying-to-visualize-room-air-flowing-into-the-ventilator,"I’m trying to visualize room air flowing into the ventilatorI have already done a tutorial where prim and preset fire interact using flowAt first, I tested it by placing a fire on the cloth deck chair demo.
But the fire and wind from the fan didn’t interact.The next thing I tested was forcefieldwind demo, but likewise wind and fire didn’t interact.I need a good way to visualize fire and wind interacting or room air flowing into a vent.Powered by Discourse, best viewed with JavaScript enabled"
797,enable-camera-in-headless-model-experience-memory-leak,"Hi @kellyg ,I set enable_camera to True in Repo OmniIsaacGymEnvs, task FrankaCabinet without changing anything else and found out that the memory keeps increasing as training goes on. The training stopped when Python got killed due to a memory error. Here are some screenshots:
image1460×371 251 KB
image1476×469 127 KB
image1471×377 107 KB
image1454×370 112 KBIs there a bug in this module? And how can I fix it?Best,
ChayApologies, I’d like to provide some additional clarification. Currently, the environment is being executed on a server within a docker container, and as a result, there is no access to a monitor. To ensure the successful execution of the script, the configuration has been set with headless: TrueHi Chay, thanks for reporting the issue. I tested the FrankaCabinet environment with enable_camera set to True using our latest internal build and did not observe an increase in memory. It is likely that the issue has already been fixed and will be made available in the next Isaac Sim release.Hi kellyg,Upon reviewing my repository, I found that another env was imported via the task_util.py which resulted in this memory issue.These two lines of code I believe are responsible for increasing memory.Though I found another way to create multiple cameras, I’m still curious about how this would lead to the memory leak problem.,Best,
ChayPowered by Discourse, best viewed with JavaScript enabled"
798,unable-to-connect-to-nucleus-localhost,"Hello,I am unable to connect to localhost on my computer when I “Add Local Nucleus Service”.
I have tried many potential solutions reading other posts with similar issues on this forum, but nothing worked.I have tried:Additionally, most of the links posted by users on the forums which link to Nvidia resources are not working.Platform:Can you please post an image of the nucleus tab in launcher.Also can you please go to the hamburger menu under the nucleus tab and go to settings, that should launch system monitor. Can you please validate all the services are running?Is this an update or new install of nucleus?I have been experiencing the same issue since last Friday. For me, I am getting “This site can’t be reached” error when selecting the setting under the nucleus.image1100×217 13.6 KBBesides, I’ve been unable to access any documentation related to the Omniverse extension.After relaunching the Omniverse launcher, I’m now encountering a backend error from localhost:3080.image1506×523 21.2 KBHi @dlindsey,Here is the image of my Nucleus tab in Launcher:
Screenshot 2023-07-17 1053472571×1378 165 KBAll of the services are green when running the system monitor.As far as I can tell this is the latest install of Nucleus.Hi @dlindsey,I have an older version of Local Nucleus Server running on another PC and that seems to work fine (v.2022.4.2). Is there a way where I can downgrade Nucleus from v2023.1.0 to this older version until this issue gets resolved?I’m having the same problem… I tested 2 month ago on my Windows PC with version 2022.4.2 but when I switch to Linux and installed 2023.1.0 it’s showing the same problem as yours.The documentation issue should be fixed now and docs should be accessible now.As for this error, it looks like something didn’t install completely. Please uninstall and reinstall nucleus.Also please validate your are installing nucleus on a local drive.Can we please get the logs for the current version having issues?You should be able to install the old version by running this commandomniverse-launcher://install?slug=nucleus-workstation&version=2022.4.2Hi,
Thanks for the feedback. I looked at the admin file and found for some reason it didn’t save my username and password but only saved the default name: admin, psw: admin. After trying this I could finally log in yesterday… sorry I didn’t save the log.Hi @dlindsey,The solution that @yujing.liu provides allows me to log into the localhost server.
No matter what credentials are entered at server creation, the localhost only accepts:I am not sure where to find this admin file and locate the saved passwords to confirm @yujing.liu post, but the solution works.I will stick with the latest version of Nucleus and wait for a future fix to resolve this issue.On a related note to @Ripeg issues with broken links, under the Omniverse Navigator the “Link to Drivers” currently returns a 404 error. I tried to use this link to check for updated drivers.Attached are all the log files.
logs.zip (14.2 MB)I am having the same problem. I never get asked for a server name, I click Add Server, and it asks me to authenticate.image1056×644 41.9 KBI went through the setup once, then never could connect to the server, so I uninstalled / reinstalled Navigator. How do you uninstall the server so it starts over?Edit: It was asking for Server Name, I can’t read gray text on a white background. I opened magnifier and saw it was asking for Server Name, and admin / admin worked.Powered by Discourse, best viewed with JavaScript enabled"
799,internal-camera-problem,"I want to know how to output the camera internal parameter information in the simulation environment through code, such as fx, fy, cx, cy, camera factor and other parameter information.Hi @orangechen - Does this forum post help answer your question?Set exact intrinsic matrix of camera fails - #2 by rthakerPowered by Discourse, best viewed with JavaScript enabled"
800,how-to-speed-up-simulation-in-isaac-sim,"Hello!I have attached a simple script for a franka pushing a cube. I wanted to speed up the simulation by changing the physics step size and min_simulation_frame_rate. However, there is no change in the speed of the simulation.In addition, I am not quite sure whether stepping is using gpu or not. When I enable gpu dynamics from physics scene in the gui, the simulation gets slower.Here is the code and runtime information.Screenshot from 2023-07-24 16-49-59965×490 55.9 KBI would be grateful if you could give me any hints on how to speed up the simulation without affecting the physics. Thank you!Hi @hailegashaw12  - the speed of the simulation is primarily determined by the physics step size and the minimum simulation frame rate. However, these settings can be influenced by other factors such as the complexity of the scene, the number of physics objects, and the computational resources available.Here are some suggestions to speed up your simulation:@rthaker just wondering about the GPU dynamics piece … I’ve experimented with various simulation parameters (use_gpu_pipeline, use_flatcache, use_gpu, …) and tried other tricks (like overwriting the omni.physx GPU setting and increasing the thread count), but my code still runs slower on GPU than CPU.I’m confused because, according to nvidia-smi, my GPU (at ~70% usage) technically has greater remaining capacity than my CPU cores (often maxing out at 100%). My intuition says that GPU should be running faster; are there any other settings I should toggle or possible sources of slowness that I haven’t yet looked into?Additionally, is there a set_min_simulation_frame_rate (or similar) method for World? I haven’t been able to find this setting in the source code of at least Isaac Sim version 2022.2.1Thank you for your swift reply, @rthaker.My workstation spec:
GPU - GeForce RTX 3080
CPU - Intel(R) Xeon(R) W-2295 CPU @ 3.00GHzMy scene is a very simple scenario with one robot and a cube object. As @bubblefish said, I also think GPU should be running faster.Additional experiment:With 100 parallel robots with single object each → the simulation speed is same with or without gpu dynamics enabled.With less than 10 robots → enabling gpu dynamics made simulation slower.At this point, it seems that enabling gpu dynamics is no use. I don’t think this could be the case and may be I am doing something wrong. Kindly, are there any other settings to look into?Hello - Basically GPU simulation becomes faster only for larger environments. With smaller simulation size, there is a fixed cost for the GPU simulation.If you have one Franka then most likely CPU will be the fastest, maybe even a single threaded (set num threads for physics to 0) would be the fastest.Powered by Discourse, best viewed with JavaScript enabled"
801,help-regarding-starting-with-nvidia-omniverse,"Hello,
This might be a silly question but I am just trying to understand Nvidia Omniverse and see if that would be helpful for the company I work for. Especially on the thermal simulation side involving Nvidia Modulus as an extension.
Here are some of the questions I have:I am sorry for these questions. If this is not the right place for these questions, can someone point me to a forum where I can get more help. Any help is greatly appreciated.Thanks,
ManishHi, your assumption is correct, the viewport in Omniverse does require an RTX capable GPU as it heavily leverages the RT cores.We have announced Omniverse Cloud which will provide cloud based applications, this will provide remote desktop capabilities, streaming to any browser. Omniverse Cloud is still in early testing but if you click the “get in touch” you can submit your request for access.Hi,
Thank you for your response. I did submit the request twice. Never heard back from the support team.If you would like to DM me the email you used I’d be happy to check in with the cloud team but I believe only the cloud nucleus is currently being evaluated externally.An alternative to waiting for the cloud offering is to simply run an Omniverse workstation on AWS. You can find more information on that option here: Deploy an Omniverse Virtual Workstation on AWS (Windows) — Omniverse Nucleus documentation (nvidia.com)Powered by Discourse, best viewed with JavaScript enabled"
802,cannot-insert-duplicate-registry-entry-for-usd-layer-when-referencing-the-same-object-twice,"Hello all,I am having issues in Omniverse Code when I attempt to reference the same file in a scene in more than one place.  If I do the following in vanilla USD and usdview, it works fine:However if I do more or less the same in Omniverse (via the Script Editor):I get the following error:I can even open the file test_references.usda in OV Code with no issues. Did I make a mistake or could this be a bug? Is there an “Omniverse-safe” way of doing this?Seems like the issue might actually be the use of relative paths. The code I posted previously works when I use absolute paths. This also seems to work.Hi Mason. I see someone on usd-interest reported a similar issue back in April using a similar version to Omniverse. I wonder if this is something fixed in newer versions of USD. I’m guessing you’re using USDView from the launcher? I’ll check to see if anyone knows more about this.Huh. I actually can’t repro it.Strange. I installed new versions and still am able to see the issue in both Code 2022.1.3 and Create 2022.2.0. I am on Ubuntu if that makes a difference.To check in “vanilla” USD I actually used the pxr and usdview included in the nv_usd install in a Conda environment. I tried a few different USD files as well and had the same issue.I also found that post on usd-interest and downloaded their files. They seem to open fine in both usdview and Omniverse. If I manually add two references to the same file in OV it also works fine. The only issue crops up for me while scripting, whether I’m using the pxr or omni.kit.commands methods and only when using relative paths.Thanks for the additional info. Seems like a newer USD version isn’t necessarily the solution. I’ll check with the devs to see if they have any more ideas.I thought I had a potential solution and started drafting a post, but I realized as I was writing it and testing on my end that I didn’t understand the problem correctly. In case it’s helpful though, I ran your snippet with an adjustment to ref_path on Code 2022.1.3  and it worked fine for me. Also for the record I am on Windows 10, in case it is an OS-specific problem.I get 4 cubes nested inside of 4 Xforms as expected.
image2801×841 109 KB
I tried it on Code 2022.1.3 and Windows 10 and was able to reproduce the issue. However, I believe I discovered what was going on.It seems this only occurs whenever I have opened a brand new file and have not saved yet. If I open a USD file (such as cubetest.usd) and run the script, I get the expected result. My guess is that since relative pathing is based on the opened USD file, if we haven’t explicitly opened any USD file it does not know how to define references in Omniverse.Thanks Mason! I’m trying to get a hold of a Linux machine to try reproing again.hi,@ mati-nvidia
in the 2022.2.1,I got the same error in ubuntuPowered by Discourse, best viewed with JavaScript enabled"
803,use-rep-distribution-uniform-and-rep-distribution-choice,"Hello,I want to position one object in one of 3 areas randomly.
For the implementation, I combined rep.distribution.uniform() and rep.distribution.choice(). But the program just stops without an error message.To reproduce that issue, I created the following example:Using the scatter function is not an option, as the objects rotatation won’t vary.Happy about any information.Hello @hugo.81243 ,Unfortunately, randomizing distributions is not currently supported. Rest assured we have this feature high on our roadmap and understand its importance. Please let us know if this is a blocker for you and we can try to work together to determine a workaround that you can use in the mean time.Powered by Discourse, best viewed with JavaScript enabled"
804,generating-lens-flares,"Hey there,I was wondering if lens flares had been added into the Omniverse. I saw this old post from 2021 (Lens Flare and sun disk shape) and was wondering if there had been any development on this.Thanks in advance,Cheers,AntoineHi @ARi_31 In Render Settings tab → Post Processing there FFT Bloom option, there are a lot of settings to play around with, give it a try!Cheers,KarolPowered by Discourse, best viewed with JavaScript enabled"
805,loading-usd-file-with-error,"Hi everyone,
How to fixed the following picture’s error?
The message said that my usd to mdl with an error but I can’t find out where the problem is.
image1223×639 27.5 KB
Hi @vic-chenThis post may help:Hi @toni.sm ,
Thanks for your help, I have a question about the convert command.
1.usdcat -o whatever.usda input.usd
2.python process.py whatever.usda ← where is the process.py file location?
3.usdcat -o input.usd whatever.usdaIf I don’t execute 2 and 3 commands, will the convert process work?Hi @vic-chen@eliabntt94 Can you please shed some light on this discussion?Hi @toni.smThe main issue is that the new Isaac versions give errors on various fields while loading some (perhaps old) USDs. I’ve verified this also with the one-before-last omniverse blender connector and with various old USDs files in my possess.There are some fields (as the one share here) that are written as int within the USD file while the system expect float.
Moreover, even if the field is changed on float, if the number has no .xxx (decimal part) in it, it will trigger the same error.Idk if it’s a problem of the converter, of the MDL file itself, or of the USD loader (in Isaac2021.2.1 there was no such problem)To solve this what i did was to convert my binary USD files to text, process them, and reconvert them back.@vic-chen command 1 is to convert the binary USD to text USDA file. Command 2 is just an example on how to process the text file, this is a blueprint that you can follow, I’ll push an updated script sometime soon. At that point you can either use the new USDA file that you process with python (or manually), or convert it back to USD (command 3)Hi @eliabntt94Thank you for clarifying :)Hi @eliabntt94 and @toni.sm ,
Thanks for your help, I tried to convert my USD files, but unfortunately I still have not covert its success.
Because there are too many objects in my project, I’m not sure which one I should convert it. I found that even thought I didn’t convert the files, the project seems to can work in Isaac sim.
I’ll keep trying which USD file needs to be converted. Best regard to you.With a bash script you can process all USD files iteratively. See GRADE-RR/process_env_paths.sh at main · eliabntt/GRADE-RR · GitHubHi @eliabntt94 ,
Thanks for your reply, because my OS is Windows I need to change some path in your script. I can’t find folder path in the USD folder as the following picture shows.

image1196×782 37.1 KB

The image below shows my folder structure.

image854×506 28.3 KB
Best regard!Hi, for Windows I do not know what are the commands, I did not tried it out there. Those two (L10-11) come out from the installation of https://github.com/PixarAnimationStudios/USD that has the conversion tool (usdcat) and are needed to tell the system that usdcat exists and its location.You can see where I got those lines here. Those should be printed also for windows since the installation script is the same.
I would probably guess the path is something like C:\USD\install\lib\pythonPowered by Discourse, best viewed with JavaScript enabled"
806,reaction-video-made-in-omniverse,"I made this animated reaction video using omniverse real time mode with ray-tracing, I love how powerful it has gotten in the recent updates.https://www.youtube.com/watch?v=gWgwVab-qywPowered by Discourse, best viewed with JavaScript enabled"
807,documentation-of-omni-ui-on-web-is-not-redirected-to-a-newer-version,"I recently explored docs on omni.ui. I opened a dozen of tabs and left them intact. In one week they all render as unavailable with an error message, like:For example, I had a URL opened https://docs.omniverse.nvidia.com/kit/docs/omni.ui/2.15.4/omni.ui.html.
With a new release, version 2.15.4 become obsolete and page opens no more.
I have to manually try URL https://docs.omniverse.nvidia.com/kit/docs/omni.ui/2.15.5/omni.ui.html - it does not open.
Then I tried URL omni.ui — omni.ui 2.15.6 documentation - hooray, it works.
Is it possible to create a redirection, so that older documentation web pages are redirected to the latest available version?
Thank youPowered by Discourse, best viewed with JavaScript enabled"
808,real-behavior-of-a-lifting-mast,"Greetings,
I am trying to get a real behavior of a lifting mast (hydraulic cylinder) of a forklift. The Isaac Sim forklift is not holding the position after i stoped the force. When i increased the dampening, the lifting mast is moving slower down. And when the dampening is increased to one Million, it is nearly standing still. But this doesn’t look like a real behavior.
Does someone has already a solution for this problem?Hi @xadarius,Are you just applying a force plus using a velocity joint drive for damping?If yes, you should be using a position joint drive. It will do PD position control on a target position that you set.PhilippThank you,
that works.Powered by Discourse, best viewed with JavaScript enabled"
809,bug-in-get-intrinsics-matrix-of-camera-isaac-sim-python-api-wrong-vertical-aperture,"Isaac Sim 2022.2.1-rc.14 has a bug in get_intrinsics_matrix() where vertical_aperture incorrectly takes the value of horizontal aperture instead of vertical one:
exts/omni.isaac.sensor/omni/isaac/sensor/scripts/camera.pyThis impacts the correctnes of outputs for functions using the intrinsics (e.g.  get_image_coords_from_world_points and get_world_points_from_image_coords).Hi @nitr0x1de  - Thank you for reporting this. I have forwarded this to right team. They are looking into it.@rthaker on my side, I can confirm that changing to the expected vertical aperture produces correct results for the impacted functionsPowered by Discourse, best viewed with JavaScript enabled"
810,dynamiccuboid-falling-through-floor-when-make-kinematic-is-false,"What could be the reason for DynamicCuboids falling through the floor when make_kinematic is set to False? However, in the case of the last env_id (if there are 256 environments, it would be env_255), the DynamicCuboid contacts and correctly rests on the floor as intended. Could it be that the way objects are added to the environment is incorrect?This is how I add the objects in the environment.And regarding the physics settings added with apply_articulation_settings, I have them set as follows.Since there were reported issues with ArticulationView in IsaacSim2022.2.1, I am using the Docker image of IsaacSim2022.2.0 instead.Can somebody please tell me what causes this problem?
Thanks in advance.Hi @smakolon385 - The issue you’re experiencing might be due to the physics settings or the way the objects are added to the scene. Here are a few things you can try:Hello @rthaker,Thank you for your helpful suggestions! I followed your advice and made the following changes to resolve the issue:After implementing these changes, I’m happy to report that the issue has been successfully resolved. The objects now interact with the floor as expected, and the collision problems have been eliminated.Once again, thank you so much for your valuable suggestions and guidance.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
811,animated-m-v-made-in-path-tracing-mode,"Here’s my the animated music video made in blender and rendered completely in Omniverse path-trace mode.WHAT?!  THIS IS AMAZING!!  I also love the song!  Sharing with the team!!Also… LOVE THE FIRE!!Thank you so much ^^ Really appreciate the support and much love to the omniverse team <>Very nice!!!Powered by Discourse, best viewed with JavaScript enabled"
812,trying-to-cache-ray-tracing-shaders-inside-isaac-sim-container-using-simulationapp,"I am trying to set up a container image based on Isaac Sim that has shaders precompiled so I can run simulations instantly. I tried the following:What I planned to do is to compile the shaders once and then commit the changed Docker container to an image containing the compiled shaders.Any suggestions welcome
BrunoYes. This is the recommended way to cache your shaders. Run the container then save it and run again.Well I thought so, too. But as I mention in step 7, this does not seem to work.I call the SimulationApp from within Python and close it when it is done starting up, expecting that the shaders are somewhere persisted. Unfortunately, that does not seem to be the case. If I call the SimulationApp again afterwards, it will start compiling shaders again…Hi can you reproduce this same issue outside of docker too?The problem has somehow disappeared. I can now commit a Docker image with compiled shaders. I cannot say what the problem had been.Thanks everybody.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
813,control-the-car-forward-by-torque,"Hello everyone, I am using the differential car jetbot. I have two methods. One is through the omnigraph method, and the other is to write the control in the form of python code. But in the end, I couldn’t make the car move. Can you help me to see what’s wrong with the two methods? How to solve it?Any help will be appreciated.
Below is my omnigraph graph2023-07-12 18-09-13 的屏幕截图1920×1080 323 KBthis is python code:from omni.isaac.examples.base_sample import BaseSample
from omni.isaac.core.utils.types import ArticulationAction
from omni.isaac.core.utils.nucleus import get_assets_root_path
from omni.isaac.core.utils.stage import add_reference_to_stage
from omni.isaac.core.robots import Robot
import numpy as np
import carbclass HelloWorld(BaseSample):
def init(self) → None:
super().init()
returnNow, I can make the car move by applying force to the wheels, but sometimes the car bounces up during the movement, why is that?
2023-07-15 17-05-24 的屏幕截图1920×1080 174 KBNow, I solved the problem of the car bouncing up, but I encountered a new problem. When the car first started running, it walked in a straight line and then started to turn in a circle. I tried to use PID control, but it didn’t seem to work.Can someone help me? @toni.sm can you help me？code show as below.from omni.isaac.examples.base_sample import BaseSample
from omni.isaac.core.utils.types import ArticulationAction
from omni.isaac.core.utils.nucleus import get_assets_root_path
from omni.isaac.core.utils.stage import add_reference_to_stage
from omni.isaac.core.robots import Robot
from omni.isaac.dynamic_control import _dynamic_control
from omni.isaac.core import SimulationContext
import numpy as np
import carbclass HelloWorld(BaseSample):
def init(self) → None:
super().init()
returnSorry for the delayed response! I am trying to parse your code.  I would recommend against building extensions off of the current BaseSample.  Please checkout the extension templater under the Isaac utilities menu, as it’s more clear and easier to modify.When you run the jetbot does it drive in a tight circle or a broad (large) circle?  that is, is the deviation from “forward” severe or minor?edit: I see where you apply the action now (self.target).  I’ll see what it looks like on my sideThank you for your reply.when I have set the stiffness and damping to zero，and the damping and stiffness in the advanced properties of the revolving joint tab are also zero.Car no longer bounces during simulation.And when I modify the code, the car can also drive at the specified speed. But I have encountered a new problem now. When I imitate the example of Hello Robot, I need to manually modify the damping property in the diver of the car to zero every time before running the simulation. I want to use python.sh to run completely through the code, how to modify it? Below is my later code.
from omni.isaac.examples.base_sample import BaseSample
from omni.isaac.core.utils.types import ArticulationAction
from omni.isaac.core.utils.nucleus import get_assets_root_path
from omni.isaac.core.utils.stage import add_reference_to_stage
from omni.isaac.core.robots import Robot
from omni.isaac.dynamic_control import _dynamic_control
from omni.isaac.core import SimulationContext
from omni.isaac.franka import Franka
import numpy as np
import carbclass HelloWorld(BaseSample):
def init(self) → None:
super().init()
returnAnother question, I want to add a robotic arm to the car, how to combine them?Thank you very much.@mgussertI don’t follow.  do you mean you have to manually set a damping parameter to zero before pressing play?  which parameter in your code?  also, I could not load your video, sorry!Yes, because I want to control the wheels of the car directly through force control, so that the car can move forward. Then I saw someone reply in this post saying “For direct joint effort control, set both drive parameters to zero, and use the Advanced properties of the revolute joint tab to define a stiffness / damping (both values need to be above zero).”Torque Control Model Parameter - #9 by rgasoto. but I want to implement the modification of this parameter directly in the code, so I don’t need to manually modify it every time. And for the video problem, I’m sorry. I’ll try uploading it again. Thank you for your prompt reply @mgussertOr try to open this link to see if you can see the video, thank you. Isaac sim - YouTubeWhy not modify and save the USD directly? Why does it need to be done in code at all?  The parameters you want to modify are properties of the joint drive, and are defined as part of the asset.image1436×1213 212 KBI think the reason why you need to do it every time you run the sim is because the asset on the stage is configured one way, and that’s what gets simulated when you start.  If you modify the parameters before the sim is started, do you still have to set them every time play is called?I did some tinkering and I found a couple things that we can improve with the asset and the wheeled robot.  Consequently, I have a working extension for you that you might find useful!jetbot_extension.rar (19.7 KB)To use the extension, unpack it to a directory, and then in Isaac-Sim go to window->Extensions and click on the gear to open settings.  Add the path where you unpacked the extension to the list of discoverable paths, and you should be able to “enable” it.  click on “jetbot_extension” at the top menu bar and then press the load button.  if you press the “run” button you will see the Jetbot drive forward.some things you should know!this extension was made with the templater tools in the Isaac Utilities menu.  There are two files you want to pay attention to, scenario.py and ui_builder.py.  In the ui builder we define the function that loads the stage and the assets _setup_scene.  In the scenario.py we define what we DO with the assets, and in this case we set the drive mode to the jetbot to “efforts” and then apply a small action to go forward.The call we needed here was the switch_control_mode of the articulation controller in the robot class.  I “cheated” a little bit and referenced a private member of the wheeled robot to get this working.  we should probably expose that.the jetbot drifts to the right!! why!??!?!? it doesn’t appear to be an asset issue (you can verify this!  load the jetbot asset and set the velocity targets on the joint drives to 360 and the jetbot drives forward without drifting).  currently investigatingThank you again for your question and sorry it took so long to get back to you.  I hope this helps!
Gusthanks for your reply.Maybe I don’t know enough about Isaac sim, after I enable it, I can’t open jetbot_extension normally.
2023-07-27 15-13-49 的屏幕截图1920×1080 415 KB2023-07-27 15-15-25 的屏幕截图1920×1080 453 KBFor point 3 you mentioned：the jetbot drifts to the right.This is the problem I encountered before. But I also don’t understand why it drifts.Later, the error of the speed is used as the input of the PID control. After the applied force is used as the output, it no longer drifts.
But now when I put an arm on the car and combine the arm with the car and apply force to the wheels, the car doesn’t move at all.I am using the omni.isaac.dynamic_control api.
Thank you for the ideas you gave me on the previous question, that is very useful.@mgussertI have a local install of ubuntu 20.04 that I installed our latest release on.  After extracting the extension and loading it, I am able to run without issue.  I also don’t see that viewport error :(jetbot_extension_gui2482×1405 396 KBIt looks like you extracted and enabled the extension fine.  Does the viewport error happen when you enable? I don’t see the jetbot_extension tab anywhere so I’m assuming this error killed it.  if you disable autoload, restart isaac sim, and then load the extension (without loading anything else) does this error still occur?I disable autoload, restart isaac sim, and then load the extension (without loading anything else)  this error still occur.Maybe there is something wrong with my previous installation.But this question is not the most important question for me now. I have another problem now, I need to build the manipulator on the car to do a simulation experiment, but when I combine it as mentioned in other posts on the forum,like this Combining UR10 and Smart Transport Robot (STR) to get a mobile manipulator - #3 by Hammad_M result is that the two wheels of the car rotate at the specified speed. However, the car is in the original Man, just like the wheel slipping in real life, I don’t know if I did something wrong combining the two USD files or where, thank you very much and I am very sorry to reply you now. @mgussertHi @1365351984  - For any new questions, I would request you to start a new thread instead of combining them into one.Also, you can close this one if this is no longer an issue.Powered by Discourse, best viewed with JavaScript enabled"
814,dds-plug-in-no-longer-available,"After the most recent photoshop update the NVIDIA dds. plug-in no longer works. I reinstalled to no avail. It’s no longer a save option on PS. Anyone know a fix, or an alternative dds. plug-in?Hello @nrbailey2490!  I’ve contacted the dev team about this.  I’ll post back here as soon as I hear back!Hello @nrbailey2490!  Am I correct in assuming you are referring to this tool: Legacy Texture Tool?   If so, this tool was created many years before Omniverse was developed.  No one on the Omniverse team has worked on this tool, so I had to do some digging…Natively, Photoshop does not support DDS and it typically requires a 3rd party app to handle those files.  One such tool is our Legacy Texture Tool.   I was able to find the development team for that tool and I am reaching out to them for more information on this.  I will update this post as soon as I have more to share.Hi @nrbailey2490! This is Neil from the Texture Tools Exporter development team. I believe in Photoshop CC 2022 and 2023, the new version of the Texture Tools Exporter and the legacy version appear in the File > Save a Copy… menu instead of the File > Save As… menu, like this:However, it’s also the time of the year where many systems have both Adobe Photoshop 2022 and 2023 installed at the same time, and the installer might have installed the plugin to 2022’s directory while you’re trying to use 2023. Reinstalling the plugin should work; all you’ll need to do is change the Adobe Photoshop 2022 folder name here:to Adobe Photoshop 2023:If you restart Adobe Photoshop 2023, the plug-in should now appear.Finally, there’s a few ways to check that it’s installed in the right place. One is that you should see nvtt_export.8bi inside the folder C:\Program Files\Adobe\Adobe Photoshop [your Photoshop version]\Plug-ins\NVTT.  You should also see the plug-in appear in Photoshop’s Help > About Plug-ins… menu, like this:Hope this helps - let me know if I can answer any further questions!Update: The 2023.1.0 version (released February 24th, 2023) fixes this install path issue! The installer now first looks for Photoshop by iterating over the C:\Program Files\Adobe directory. Previously, its first choice was to look at the application registry key for Photoshop.exe – but it turns out sometimes this registry key points to old versions and sometimes odd locations. If it can’t find Photoshop in C:\Program Files\Adobe, it now falls back to the registry key; if the registry key isn’t there, it’ll prompt for a location.The plugin is not working nvidia stuff. It’s not starting! You can’t load a dds file in photoshop!BECAUSE PHOTOSHOP 2023 CHANGED THE FOLDER FROM 2022 TO 2023.Your installer for dds plugins when started CAN""T FIND PHOTOSHOP because IT IS BLIND AND DUMB .And don’t get me the “it’s free” BS. IT’S NOT! You locked the whole world in your BS you and BS “Adobe 23 programs needed to run in background big software company”.Maybe you have time to get to it next year after you finish buying and selling and buying back your stocks  a billion times.By the day you and adobe are less and less relevant and more and more just some annoying gate keepers.PS I don’t care about your answer. I will cancel PSP subscription.You right dude, i just copied  NVTT folder and DDS.8bi file from PS 2022 Plugin folder to PS 2023 plugin folder, and it works like a charm. The “experts” above are talking about other tool, not about plugin:D which is the reason to use Texture tool if all it does is save dds file texture to other format, you can do it with lot of software. but plugin is another story, you directly can open dds file in PS, and edit dds texture, then save it in different format, or as edited dds.Powered by Discourse, best viewed with JavaScript enabled"
